Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar,Kildetitel,Kilde-URL,Kildestatus,Kilde tjekket,Kildenote
Første Verdenskrig,Hvilket slag i september 1914 standsede den tyske fremrykning mod Paris?,100,Det Første Slag ved Marne,Slaget ved Verdun,Slaget ved Somme,Slaget ved Tannenberg,,,,Wikipedia – First Battle of the Marne,https://en.wikipedia.org/wiki/First_Battle_of_the_Marne,OK,2026-07-09,Åben artikel om Det Første Slag ved Marne i september 1914.
Første Verdenskrig,Hvilket langvarigt slag i 1916 blev et symbol på fransk modstand?,200,Verdun,Gallipoli,Caporetto,Jyllandsslaget,,,,Wikipedia – Battle of Verdun,https://en.wikipedia.org/wiki/Battle_of_Verdun,OK,2026-07-09,Åben artikel om slaget ved Verdun i 1916.
Første Verdenskrig,Hvilket slag begyndte 1. juli 1916 og blev et af krigens blodigste på Vestfronten?,300,Somme,Marne,Ypres,Amiens,,,,Wikipedia – Battle of the Somme,https://en.wikipedia.org/wiki/Battle_of_the_Somme,OK,2026-07-09,"Åben artikel om slaget ved Somme, der begyndte 1. juli 1916."
Første Verdenskrig,Hvilken halvø var centrum for de allieredes mislykkede felttog i 1915?,400,Gallipoli,Krim,Bretagne,Jylland,,,,Wikipedia – Gallipoli campaign,https://en.wikipedia.org/wiki/Gallipoli_campaign,OK,2026-07-09,Åben artikel om Gallipoli-felttoget på Gallipoli-halvøen i 1915.
Anden Verdenskrig i Europa,Hvilket land kapitulerede efter den tyske offensiv i maj-juni 1940?,100,Frankrig,Spanien,Sverige,Schweiz,,,,Wikipedia – Battle of France,https://en.wikipedia.org/wiki/Battle_of_France,OK,2026-07-09,Åben artikel om slaget om Frankrig og Frankrigs kapitulation i 1940.
Anden Verdenskrig i Europa,Fra hvilken fransk havneby blev over 300.000 allierede soldater evakueret i 1940?,200,Dunkerque,Calais,Bordeaux,Cherbourg,,,,Wikipedia – Dunkirk evacuation,https://en.wikipedia.org/wiki/Dunkirk_evacuation,OK,2026-07-09,Åben artikel om evakueringen fra Dunkerque i 1940.
Anden Verdenskrig i Europa,Hvad hed luftkampagnen mellem Tyskland og Storbritannien i 1940?,300,Slaget om England,Slaget om Atlanten,Operation Torch,Operation Husky,,,,Wikipedia – Battle of Britain,https://en.wikipedia.org/wiki/Battle_of_Britain,OK,2026-07-09,Åben artikel om Slaget om England/Battle of Britain i 1940.
Anden Verdenskrig i Europa,Hvad kaldes de tyske bombeangreb mod britiske byer i 1940-1941?,400,The Blitz,The Phoney War,The Great Raid,The Blackout,,,,Wikipedia – The Blitz,https://en.wikipedia.org/wiki/The_Blitz,OK,2026-07-09,"Åben artikel om The Blitz, de tyske bombeangreb på britiske byer."
Global krig og Holocaust,Hvilken ø blev centrum for en lang allieret kampagne fra august 1942?,100,Guadalcanal,Iwo Jima,Okinawa,Saipan,,,,Wikipedia – Guadalcanal campaign,https://en.wikipedia.org/wiki/Guadalcanal_campaign,OK,2026-07-09,Åben artikel om Guadalcanal-kampagnen fra august 1942.
Global krig og Holocaust,Hvad kaldes den allierede strategi med at erobre udvalgte øer og omgå andre?,200,"øhop, island hopping",blitzkrieg,brændt jord,ubådsblokade,,,,Wikipedia – Island hopping,https://en.wikipedia.org/wiki/Island_hopping,OK,2026-07-09,Åben artikel om island hopping/øhop som allieret strategi i Stillehavet.
Global krig og Holocaust,På hvilken japansk by blev den første atombombe anvendt i krig den 6. august 1945?,300,Hiroshima,Nagasaki,Tokyo,Kobe,,,,Wikipedia – Atomic bombings of Hiroshima and Nagasaki,https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki,OK,2026-07-09,"Åben artikel om atombomberne over Hiroshima og Nagasaki, inklusive datoerne."
Global krig og Holocaust,På hvilken japansk by blev den anden atombombe kastet den 9. august 1945?,400,Nagasaki,Hiroshima,Osaka,Kyoto,,,,Wikipedia – Atomic bombings of Hiroshima and Nagasaki,https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki,OK,2026-07-09,"Åben artikel om atombomberne over Hiroshima og Nagasaki, inklusive datoerne."
"Danmark, Norden og efterspil",Til hvilket neutralt land blev størstedelen af de danske jøder bragt i sikkerhed i oktober 1943?,100,Sverige,Schweiz,Irland,Spanien,,,,Wikipedia – Rescue of the Danish Jews,https://en.wikipedia.org/wiki/Rescue_of_the_Danish_Jews,OK,2026-07-09,Åben artikel om redningen af de danske jøder til Sverige i oktober 1943.
"Danmark, Norden og efterspil",Hvilken dansk fysiker flygtede til Sverige i 1943 og kom senere til Storbritannien?,200,Niels Bohr,August Krogh,Tycho Brahe,H.C. Ørsted,,,,Wikipedia – Niels Bohr,https://en.wikipedia.org/wiki/Niels_Bohr,OK,2026-07-09,Åben artikel om Niels Bohr og hans flugt fra Danmark til Sverige i 1943.
"Danmark, Norden og efterspil","Hvad hed det tværpolitiske organ, der fra 1943 søgte at samordne den danske modstand?",300,Danmarks Frihedsråd,Rigsdagen,Folkeforbundet,Atlantkomitéen,,,,Wikipedia – Danish Freedom Council,https://en.wikipedia.org/wiki/Danish_Freedom_Council,OK,2026-07-09,Åben artikel om Danmarks Frihedsråd som samlende organ for dansk modstand.
